iter	RMSE
128	46.05586278
129	46.05554408
130	46.05524373
131	46.05394474
132	46.0535258
133	46.05318426
134	46.05284542
135	46.05258456
136	46.0520852
137	46.05125834
138	46.0506985
139	46.0504377
140	46.04900809
141	46.04881913
142	46.04840069
143	46.04786833
144	46.04760253
145	46.04642214
146	46.04573317
147	46.04515996
148	46.04500249
149	46.04419201
150	46.04387987
151	46.04355001
152	46.04340126
153	46.04285407
154	46.04254901
155	46.04235552
156	46.042235
157	46.04134522
158	46.04077673
159	46.04075528
160	46.04050386
161	46.03992175
162	46.03968341
163	46.03903554
164	46.03834648
165	46.03821793
166	46.03781801
167	46.03745568
168	46.03691146
169	46.03656103
170	46.0363761
171	46.03625363
172	46.03588001
173	46.03529962
174	46.03430904
175	46.03413327
176	46.03347796
177	46.03310947
178	46.03226502
179	46.03215801
180	46.03160388
181	46.03092542
182	46.03051075
183	46.03019132
184	46.02980572
185	46.02959836
186	46.02921367
187	46.02902975
188	46.0288329
189	46.02837937
190	46.02810677
191	46.0278225
192	46.02740621
193	46.02719264
194	46.02678193
195	46.02657789
196	46.02621031
197	46.02540112
198	46.0250833
199	46.02477321
200	46.02477232
201	46.02464731
202	46.02406672
203	46.0238049
204	46.02317833
205	46.02297267
206	46.02211776
207	46.02193936
208	46.02053245
209	46.01982309
210	46.01926627
211	46.01862304
212	46.01797597
213	46.01776294
214	46.01724266
215	46.01668369
216	46.01598492
217	46.01526485
218	46.0144543
219	46.01421351
220	46.01354112
221	46.01318259
222	46.01274473
223	46.01249049
224	46.01199158
225	46.01159308
226	46.011193
227	46.01049093
228	46.00990068
229	46.00968262
230	46.00922384
231	46.00890598
232	46.00819537
233	46.00770533
234	46.00732875
235	46.00701307
236	46.0063281
237	46.00551088
238	46.00473373
239	46.00425417
240	46.00363397
241	46.00295096
242	46.00247074
243	46.00150697
244	46.00088388
245	46.00034112
246	45.99983619
247	45.999246
248	45.9989265
249	45.99781614
250	45.99723083
251	45.99676409
252	45.99650762
253	45.99580204
254	45.99488771
255	45.99429063
256	45.99364084
257	45.99292643
258	45.99266115
259	45.99211679
260	45.99102474
261	45.99025966
262	45.98980352
263	45.98886024
264	45.98852065
265	45.98827016
266	45.98788395
267	45.98720714
268	45.98681263
269	45.98626992
270	45.98582602
271	45.98522279
272	45.98472781
273	45.98452213
274	45.98386618
275	45.98366785
276	45.98313584
277	45.98212643
278	45.98152074
279	45.98113314
280	45.98066788
281	45.98020515
282	45.97983914
283	45.97934839
284	45.97911102
285	45.9789655
286	45.97874239
287	45.97796889
288	45.97761132
289	45.9771751
290	45.9766095
291	45.97592821
292	45.97536582
293	45.97451961
294	45.97362512
295	45.97309108
296	45.97278823
297	45.97260218
298	45.97220335
299	45.9717096
300	45.97152654
301	45.97064128
302	45.9699978
303	45.96949828
304	45.96919321
305	45.96891603
306	45.96847377
307	45.96823963
308	45.96742707
309	45.96707693
310	45.96665732
311	45.96588763
312	45.96527172
313	45.9649512
314	45.96483497
315	45.96437163
316	45.96391553
317	45.96334105
318	45.9629865
319	45.96264972
320	45.96227663
321	45.96209782
322	45.96180469
323	45.96166452
324	45.96094343
325	45.96063656
326	45.96025454
327	45.96010663
328	45.95986752
329	45.95965632
330	45.95940399
331	45.95929505
332	45.95867266
333	45.95857988
334	45.95844281
335	45.95821648
336	45.9580101
337	45.95772266
338	45.95759489
339	45.95698876
340	45.95672189
341	45.95637068
342	45.95610084
343	45.95588386
344	45.95561973
345	45.95510765
346	45.95490262
347	45.9546611
348	45.95448103
349	45.95436361
350	45.95389437
351	45.95371969
352	45.95313598
353	45.9530552
354	45.95264988
355	45.95245202
356	45.95207982
357	45.95182504
358	45.95151023
359	45.95142148
360	45.95118222
361	45.95075869
362	45.95054233
363	45.94990571
364	45.94941291
365	45.9493358
366	45.94914965
367	45.94887445
368	45.94878913
369	45.94844568
370	45.9480891
371	45.94798956
372	45.94780726
373	45.94768454
374	45.94748058
375	45.94732244
376	45.94702277
377	45.94675422
378	45.94638252
379	45.94617667
380	45.94569535
381	45.94542501
382	45.9451948
383	45.94496785
384	45.94455718
385	45.94442058
386	45.9441579
387	45.94375025
388	45.94335626
389	45.94311111
390	45.94298726
391	45.94268394
392	45.94262478
393	45.94249964
394	45.94204289
395	45.94188913
396	45.94173939
397	45.94160374
398	45.9413337
399	45.94105652
400	45.94067262
401	45.94044354
402	45.94018249
403	45.94007167
404	45.93993526
405	45.93966255
406	45.93944702
407	45.93941774
408	45.93925317
409	45.93904997
410	45.93891107
411	45.93879582
412	45.93845187
413	45.93802299
414	45.93773309
415	45.93765943
416	45.93755806
417	45.93730693
418	45.93721663
419	45.93696212
420	45.93689871
421	45.93667372
422	45.93642272
423	45.93628834
424	45.93596376
425	45.93579425
426	45.93555528
427	45.93538157
428	45.93528605
429	45.93510109
430	45.93480218
431	45.93457894
432	45.93447603
433	45.93419195
434	45.93393942
435	45.93371061
436	45.93339555
437	45.93334395
438	45.93310759
439	45.93294447
440	45.93286096
441	45.93259643
442	45.9324378
443	45.93217882
444	45.93199592
445	45.93187508
446	45.93162788
447	45.93152799
448	45.93130693
449	45.93114214
450	45.93091349
451	45.93083279
452	45.93060792
453	45.93048893
454	45.93029358
455	45.93023723
456	45.93021077
457	45.9301115
458	45.92996109
459	45.92974121
460	45.92957061
461	45.92939875
462	45.92917716
463	45.92900344
464	45.92885775
465	45.92877296
466	45.92872984
467	45.92859583
468	45.92843926
469	45.92837379
470	45.92823195
471	45.92800139
472	45.92777479
473	45.92769624
474	45.92754284
475	45.92731961
476	45.92723617
477	45.92708774
478	45.92693962
479	45.92668788
480	45.92663732
481	45.92658225
482	45.92634012
483	45.926137
484	45.92609801
485	45.92594498
486	45.92592767
487	45.92586705
488	45.92579524
489	45.92567548
490	45.92550242
491	45.92532987
492	45.92529624
493	45.9252119
494	45.92511395
495	45.92495447
496	45.92476345
497	45.92469317
498	45.92461375
499	45.92445562
500	45.9242775
501	45.92417048
502	45.92400643
503	45.92376982
504	45.92361298
505	45.9235755
506	45.92354231
507	45.92341115
508	45.9233714
509	45.92325937
510	45.9231637
511	45.92296306
512	45.92293813
513	45.92284442
514	45.92278823
515	45.92271934
516	45.92254024
517	45.92246938
518	45.92229837
519	45.92207622
520	45.92201328
521	45.92191031
522	45.92167521
523	45.92160371
524	45.92150404
525	45.92141255
526	45.92131524
527	45.92125378
528	45.92118164
529	45.92102711
530	45.92083946
531	45.92078062
532	45.92066477
533	45.92061345
534	45.9205113
535	45.92035829
536	45.92026299
537	45.92021649
538	45.92014681
539	45.92000118
540	45.91995053
541	45.9198575
542	45.91975072
543	45.91970792
544	45.91963232
545	45.91951304
546	45.91945115
547	45.91925741
548	45.91911675
549	45.91903378
550	45.91898178
551	45.91894284
552	45.91891932
553	45.91886869
554	45.91882449
555	45.91872674
556	45.91859166
557	45.91854194
558	45.91852304
559	45.91837623
560	45.91824186
561	45.91807527
562	45.91788414
563	45.91778653
564	45.91770533
565	45.91766438
566	45.91759659
567	45.91748811
568	45.91741875
569	45.91733451
570	45.91725085
571	45.91712981
572	45.91711306
573	45.91700222
574	45.91693377
575	45.91687918
576	45.9167358
577	45.91657721
578	45.9165376
579	45.91649462
580	45.91633337
581	45.91621663
582	45.91618398
583	45.91601386
584	45.91587907
585	45.91581972
586	45.91575187
587	45.91573127
588	45.91563844
589	45.91553537
590	45.91542709
591	45.91535979
592	45.91526115
593	45.91524484
594	45.91519373
595	45.91511354
596	45.91505073
597	45.91500343
598	45.91497526
599	45.91494597
600	45.91491215
601	45.91487695
602	45.91475657
603	45.91463966
604	45.91453996
605	45.91443078
606	45.9143074
607	45.91427015
608	45.91415023
609	45.91405976
610	45.91396046
611	45.91394596
612	45.91384216
613	45.91378423
614	45.91370243
615	45.91364113
616	45.91362025
617	45.913578
618	45.91350956
619	45.91342234
620	45.91338324
621	45.91332866
622	45.91328656
623	45.91324748
624	45.91316786
625	45.91315444
626	45.9131098
627	45.91309533
628	45.91301279
629	45.91294298
630	45.91285251
631	45.91276375
632	45.91270533
633	45.91267254
634	45.91259784
635	45.91257227
636	45.91252002
637	45.91246511
638	45.91237553
639	45.91228991
640	45.91220061
641	45.91217437
642	45.91215856
643	45.91205544
644	45.91199382
645	45.91190224
646	45.91179558
647	45.91176931
648	45.91175505
649	45.91169773
650	45.91159937
651	45.9115558
652	45.91154114
653	45.91152185
654	45.91145215
655	45.91140474
656	45.91135923
657	45.91128651
658	45.91123973
659	45.91122571
660	45.91117166
661	45.91114551
662	45.91110939
663	45.91108765
664	45.91097115
665	45.91090874
666	45.91088291
667	45.91083539
668	45.91079896
669	45.91069886
670	45.91060375
671	45.91051361
672	45.91049578
673	45.91046449
674	45.91043836
675	45.91042473
676	45.91036195
677	45.91034902
678	45.91027061
679	45.91018448
680	45.91009134
681	45.91001537
682	45.91000545
683	45.9099559
684	45.90994199
685	45.90991513
686	45.90990629
687	45.90988394
688	45.90981262
689	45.90976969
690	45.90973828
691	45.90972642
692	45.90969904
693	45.90965794
694	45.90965143
695	45.90961892
696	45.90955873
697	45.90950351
698	45.90949432
699	45.90944669
700	45.90935654
701	45.90928559
702	45.90926999
703	45.9092091
704	45.90914574
705	45.90913966
706	45.90908236
707	45.90906486
708	45.90901005
709	45.90897328
710	45.90891538
711	45.90884581
712	45.90882233
713	45.90880808
714	45.90879549
715	45.9087363
716	45.90871735
717	45.90865982
718	45.90860719
719	45.90858041
720	45.9085581
721	45.90852316
722	45.90851143
723	45.90846309
724	45.90839755
725	45.90835773
726	45.9083229
727	45.90828838
728	45.9082708
729	45.90824928
730	45.90823004
731	45.90822253
732	45.90814381
733	45.90810933
734	45.90805515
735	45.90799463
736	45.90791677
737	45.90786611
738	45.90781924
739	45.90778313
740	45.90777376
741	45.90774953
742	45.90770552
743	45.90766436
744	45.90763112
745	45.90756853
746	45.90754762
747	45.90749802
748	45.90747825
749	45.90747397
750	45.90745566
751	45.90739924
752	45.90738492
753	45.90733762
754	45.90731533
755	45.90728457
756	45.90727543
757	45.90723768
758	45.90719308
759	45.90713484
760	45.90705857
761	45.90701428
762	45.90698825
763	45.90696143
764	45.90693523
765	45.90691829
766	45.90690564
767	45.90685445
768	45.90682725
769	45.90679987
770	45.90678372
771	45.9067485
772	45.90670086
773	45.90669502
774	45.90667776
775	45.90665848
776	45.90662436
777	45.90658597
778	45.90655581
779	45.90648836
780	45.90642337
781	45.90640166
782	45.90636869
783	45.90634958
784	45.90634268
785	45.90633474
786	45.90628194
787	45.9062696
788	45.90626131
789	45.90622882
790	45.90621439
791	45.90619746
792	45.90617403
793	45.90614256
794	45.90613022
795	45.9061137
796	45.90609336
797	45.90608702
798	45.90603277
799	45.9059982
800	45.90598466
801	45.90594976
802	45.9058998
803	45.90589078
804	45.9058855
805	45.90585212
806	45.90579925
807	45.9057521
808	45.90571101
809	45.90565369
810	45.90562931
811	45.90559427
812	45.90555771
813	45.90553374
814	45.90548035
815	45.90545817
816	45.90542628
817	45.90541826
818	45.90541182
819	45.90538469
820	45.9053723
821	45.90534386
822	45.90532829
823	45.90531188
824	45.9052938
825	45.90528491
826	45.90527624
827	45.90525528
828	45.90523684
829	45.90522294
830	45.9052173
831	45.90515422
832	45.90514657
833	45.90512721
834	45.90509861
835	45.90506584
836	45.90503787
837	45.90502627
838	45.90501848
839	45.90499551
840	45.90496992
841	45.90495991
842	45.90495061
843	45.9049408
844	45.90488649
845	45.90486903
846	45.90485424
847	45.90484167
848	45.90483127
849	45.9047778
850	45.90476268
851	45.90474876
852	45.90471356
853	45.90467722
854	45.90466467
855	45.90462056
856	45.9045915
857	45.90455492
858	45.90450089
859	45.90449556
860	45.90448625
861	45.9044482
862	45.90441924
863	45.90439497
864	45.90437865
865	45.90435715
866	45.90431577
867	45.90427601
868	45.90425076
869	45.90423823
870	45.9042044
871	45.90416815
872	45.90416472
873	45.90411606
874	45.90409103
875	45.90407132
876	45.90405852
877	45.90403622
878	45.90400327
879	45.90399684
880	45.903987
881	45.90398162
882	45.90398039
883	45.90397886
884	45.90397458
885	45.90394507
886	45.90392511
887	45.90388455
888	45.90382195
889	45.90381182
890	45.9037682
891	45.90374492
892	45.90374156
893	45.90371491
894	45.90368575
895	45.90363157
896	45.90362248
897	45.90361161
898	45.90356701
899	45.90355211
900	45.90353179
901	45.9035183
902	45.9035026
903	45.90349176
904	45.90348129
905	45.90346147
906	45.90344294
907	45.90339165
908	45.90337871
909	45.90335738
910	45.90331286
911	45.90328883
912	45.90326237
913	45.90323271
914	45.9032005
915	45.90317357
916	45.90315009
917	45.90313163
918	45.90310138
919	45.90308159
920	45.90307219
921	45.90303303
922	45.90301787
923	45.90299849
924	45.90297561
925	45.90295654
926	45.90292276
927	45.90290584
928	45.90287508
929	45.90286272
930	45.90285227
931	45.90283196
932	45.90281748
933	45.90279135
934	45.90276213
935	45.90274696
936	45.90273729
937	45.90273319
938	45.90271129
939	45.90270713
940	45.90268501
941	45.9026653
942	45.90265726
943	45.90262857
944	45.90262319
945	45.90259387
946	45.90257044
947	45.90252188
948	45.90251658
949	45.90250576
950	45.90250252
951	45.90249566
952	45.90246317
953	45.90244841
954	45.90242781
955	45.90239708
956	45.90237479
957	45.90236922
958	45.90235536
959	45.9023505
960	45.90232512
961	45.90230526
962	45.90226279
963	45.90226041
964	45.90225734
965	45.90223683
966	45.90222025
967	45.90221866
968	45.90218507
969	45.90217676
970	45.90215512
971	45.90214258
972	45.90210818
973	45.90209591
974	45.90207327
975	45.90207295
976	45.90206137
977	45.90203449
978	45.9020231
979	45.90201822
980	45.90200589
981	45.90199244
982	45.90198452
983	45.90196626
984	45.90195531
985	45.90194616
986	45.90194285
987	45.90191682
988	45.90191389
989	45.90189657
990	45.90188527
991	45.90187369
992	45.90186743
993	45.90186161
994	45.90184607
995	45.90183759
996	45.90181447
997	45.90180594
998	45.90179624
999	45.90177122
1000	45.90175864
1001	45.90175198
1002	45.90172697
1003	45.90171766
1004	45.90170904
1005	45.90170667
1006	45.90167668
1007	45.9016761
1008	45.90166324
1009	45.90163406
1010	45.9016216
1011	45.90161927
1012	45.9016037
1013	45.90159807
1014	45.90157979
1015	45.90156608
1016	45.90155819
1017	45.90154868
1018	45.90154278
1019	45.90152695
1020	45.90151652
1021	45.90150003
1022	45.90149543
1023	45.90146636
1024	45.90146423
1025	45.90145191
1026	45.90144357
1027	45.901442
1028	45.90143862
1029	45.90142994
1030	45.9013973
1031	45.90138825
1032	45.90138573
1033	45.90137022
1034	45.90136547
1035	45.90135986
1036	45.90135411
1037	45.90133763
1038	45.90133226
1039	45.90132069
1040	45.90130978
1041	45.90129885
1042	45.90129666
1043	45.90128396
1044	45.90125621
1045	45.90123392
1046	45.90121259
1047	45.9012079
1048	45.90119044
1049	45.90117189
1050	45.90115097
1051	45.90113057
1052	45.90112593
1053	45.90112265
1054	45.90111788
1055	45.90110982
1056	45.90108284
1057	45.90107599
1058	45.90106773
1059	45.90104441
1060	45.90102469
1061	45.90102211
1062	45.90100524
1063	45.90099605
1064	45.90098777
1065	45.90098317
1066	45.90096833
1067	45.90096481
1068	45.90095711
1069	45.90095069
1070	45.90094566
1071	45.90093844
1072	45.90092635
1073	45.90090091
1074	45.90089702
1075	45.90089164
1076	45.90088428
1077	45.90086795
1078	45.90086101
1079	45.90085156
1080	45.9008498
1081	45.90084694
1082	45.90083796
1083	45.90082983
1084	45.90082879
1085	45.90082542
1086	45.90081307
1087	45.90079353
1088	45.90078261
1089	45.90075497
1090	45.90073912
1091	45.90072483
1092	45.9007086
1093	45.9007033
1094	45.90069984
1095	45.90068439
1096	45.90067839
1097	45.90066365
1098	45.90065226
1099	45.90063309
1100	45.90063163
1101	45.90062373
1102	45.90061736
1103	45.9006078
1104	45.90059045
1105	45.90057306
1106	45.90056853
1107	45.9005615
1108	45.90055817
1109	45.9005505
1110	45.90054369
1111	45.90053775
1112	45.90053562
1113	45.90052925
1114	45.90051298
1115	45.90049695
1116	45.90048765
1117	45.9004641
1118	45.90046349
1119	45.90045004
1120	45.90043706
1121	45.90043218
1122	45.90042183
1123	45.90041184
1124	45.90041067
1125	45.90039893
1126	45.90038691
1127	45.9003858
1128	45.90038154
1129	45.90036222
1130	45.90035619
1131	45.90034538
1132	45.9003386
1133	45.90033604
1134	45.90032546
1135	45.90032367
1136	45.90032188
1137	45.90031488
1138	45.90031263
1139	45.90028827
1140	45.9002777
1141	45.90026645
1142	45.90025488
1143	45.90024966
1144	45.90024862
1145	45.90022261
1146	45.90020115
1147	45.90019555
1148	45.90019289
1149	45.90018581
1150	45.90016087
1151	45.90015368
1152	45.90013797
1153	45.90012633
1154	45.90010901
1155	45.9000967
1156	45.90009567
1157	45.90009061
1158	45.90008722
1159	45.90007759
1160	45.90007323
1161	45.90007223
1162	45.90006788
1163	45.90006101
1164	45.9000532
1165	45.90004882
1166	45.90004532
1167	45.900044
1168	45.90003838
1169	45.90002674
1170	45.90002301
1171	45.900006
1172	45.89998742
1173	45.89998339
1174	45.89998189
1175	45.89997656
1176	45.89996422
1177	45.89996049
1178	45.89994743
1179	45.89993359
1180	45.89992222
1181	45.89992051
1182	45.89991027
1183	45.89990582
1184	45.89990471
1185	45.89988677
1186	45.89987449
1187	45.89986344
1188	45.8998562
1189	45.89985243
1190	45.89983987
1191	45.8998285
1192	45.89981885
1193	45.89980819
1194	45.89980119
1195	45.89979938
1196	45.8997958
1197	45.89978682
1198	45.89976274
1199	45.89976096
1200	45.8997564
1201	45.8997521
1202	45.89973084
1203	45.89972927
1204	45.89971406
1205	45.89971091
1206	45.89969885
1207	45.8996873
1208	45.89968103
1209	45.89967294
1210	45.89966998
1211	45.89966554
1212	45.89966115
1213	45.89965997
1214	45.899654
1215	45.89964806
1216	45.89964728
1217	45.89964187
1218	45.89963921
1219	45.89963556
1220	45.89962964
1221	45.89962205
1222	45.89960857
1223	45.89959336
1224	45.89958038
1225	45.89957346
1226	45.89957127
1227	45.89955932
1228	45.89955405
1229	45.89954289
1230	45.89953985
1231	45.89953723
1232	45.89953062
1233	45.89952208
1234	45.8995198
1235	45.89951146
1236	45.89950471
1237	45.89950362
1238	45.89950322
1239	45.899501
1240	45.89949369
1241	45.89948536
1242	45.89947134
1243	45.89946546
1244	45.89945918
1245	45.89944856
1246	45.89944394
1247	45.89944018
1248	45.89943498
1249	45.89942613
1250	45.89942268
1251	45.89941724
1252	45.89940641
1253	45.89940077
1254	45.89938343
1255	45.89938281
1256	45.89937709
1257	45.89937191
1258	45.89936366
1259	45.89936307
1260	45.89935961
1261	45.89935833
1262	45.8993482
1263	45.89934143
1264	45.89933205
1265	45.89932584
1266	45.89931852
1267	45.89931258
1268	45.89930667
1269	45.89930365
1270	45.89930213
1271	45.89929177
1272	45.89928942
1273	45.89928065
1274	45.89926498
1275	45.89925487
1276	45.89925264
1277	45.89925016
1278	45.89924877
1279	45.89924582
1280	45.89924116
1281	45.89922965
1282	45.89922394
1283	45.8992179
1284	45.89920623
1285	45.89920541
1286	45.89920033
1287	45.89919716
1288	45.89918466
1289	45.89917956
1290	45.89917245
1291	45.89916618
1292	45.89916339
1293	45.89915884
1294	45.89915225
1295	45.89914989
1296	45.89913581
1297	45.89913293
1298	45.89912311
1299	45.89912219
1300	45.89911112
1301	45.8991095
1302	45.89910184
1303	45.89909077
1304	45.89908348
1305	45.89907731
1306	45.8990672
1307	45.8990644
1308	45.89905728
1309	45.89905541
1310	45.89905072
1311	45.8990459
1312	45.89903918
1313	45.89903665
1314	45.89903227
1315	45.89902082
1316	45.89901967
1317	45.89901409
1318	45.89900486
1319	45.89900273
1320	45.89900008
1321	45.89899607
1322	45.89898744
1323	45.89897641
1324	45.89897555
1325	45.89897266
1326	45.89897123
1327	45.89895846
1328	45.89894694
1329	45.89893505
1330	45.89893316
1331	45.89892469
1332	45.89892389
1333	45.89891636
1334	45.89890636
1335	45.89890441
1336	45.89889692
1337	45.89889473
1338	45.89888573
1339	45.89888506
1340	45.89888261
1341	45.89887544
1342	45.8988704
1343	45.89886684
1344	45.89886668
1345	45.89886621
1346	45.89886291
1347	45.89885608
1348	45.89885404
1349	45.89884837
1350	45.89884806
1351	45.89883199
1352	45.89882954
1353	45.89882283
1354	45.89882013
1355	45.89881429
1356	45.8988093
1357	45.89880861
1358	45.8987993
1359	45.89879008
1360	45.89878666
1361	45.89878619
1362	45.89878344
1363	45.89877903
1364	45.89877645
1365	45.89876519
1366	45.89876435
1367	45.89876245
1368	45.89875826
1369	45.89875738
1370	45.89875226
1371	45.8987488
1372	45.89873592
1373	45.89873509
1374	45.89873015
1375	45.89872909
1376	45.89872599
1377	45.89872504
1378	45.89871796
1379	45.8987145
1380	45.8987084
1381	45.8987036
1382	45.89869891
1383	45.89869403
1384	45.89869075
1385	45.89868794
1386	45.89868424
1387	45.89867888
1388	45.8986777
1389	45.8986765
1390	45.89867092
1391	45.89866141
1392	45.89866097
1393	45.8986601
1394	45.89865683
1395	45.89865436
1396	45.89864833
1397	45.89863888
1398	45.8986332
1399	45.89863285
1400	45.89863265
1401	45.8986228
1402	45.89862208
1403	45.89861426
1404	45.89861049
1405	45.89860977
1406	45.89860412
1407	45.89859997
1408	45.89859891
1409	45.89859305
1410	45.89858804
1411	45.89858505
1412	45.89857938
1413	45.89857483
1414	45.8985681
1415	45.89856624
1416	45.89856168
1417	45.89855447
1418	45.89854559
1419	45.89853742
1420	45.8985335
1421	45.89853192
1422	45.89853129
1423	45.89853085
1424	45.89852526
1425	45.89851633
1426	45.89850228
1427	45.8984951
1428	45.89849491
1429	45.89848772
1430	45.89848639
1431	45.89848091
1432	45.89846721
1433	45.8984635
1434	45.89845799
1435	45.89844743
1436	45.89844391
1437	45.89844099
1438	45.8984389
1439	45.89843849
1440	45.89843156
1441	45.8984271
1442	45.89842229
1443	45.8984135
1444	45.89840756
1445	45.89840637
1446	45.89840073
1447	45.89838988
1448	45.89838001
1449	45.89837657
1450	45.89837113
1451	45.89835984
1452	45.8983575
1453	45.89835209
1454	45.89834994
1455	45.89834326
1456	45.89833713
1457	45.89833421
1458	45.89833271
1459	45.89832732
1460	45.8983257
1461	45.89831782
1462	45.89831707
1463	45.89831409
1464	45.89831324
1465	45.89831034
1466	45.89830697
1467	45.89829989
1468	45.89829744
1469	45.89829647
1470	45.89829129
1471	45.89828695
1472	45.89828255
1473	45.89828208
1474	45.89827589
1475	45.89826906
1476	45.89826862
1477	45.89826777
1478	45.89826691
1479	45.89826545
1480	45.89826509
1481	45.89826236
1482	45.89825629
1483	45.89825144
1484	45.89824937
1485	45.89824727
1486	45.89824588
1487	45.89824522
1488	45.89824476
1489	45.89824127
1490	45.89823697
1491	45.89823355
1492	45.89823134
1493	45.89822585
1494	45.89822271
1495	45.89822175
1496	45.89821227
1497	45.89821106
1498	45.89819779
1499	45.89819438
